valence,year,acousticness,danceability,duration_min,energy,explicit,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,decade,first_artist,key_mode
0.63,1999,0.148,0.804,4.73155,0.605,0,0.0,A,0.103,-6.212999999999999,Major,Kick Down,52,0.118,89.969,1990s,Long Beach Dub Allstars,A - Major
0.38,1999,0.28,0.378,3.416,0.474,0,0.00138,E,0.117,-8.202,Minor,Road Trippin',65,0.0271,102.379,1990s,Red Hot Chili Peppers,E - Minor
0.262,1999,0.000229,0.455,3.468383333333333,0.909,0,0.0,C#,0.0934,-5.266,Major,Saturday Night,58,0.0829,129.80100000000002,1990s,Misfits,C# - Major
0.155,1999,0.89,0.303,1.9822166666666667,0.129,0,0.0077599999999999,F#,0.123,-15.069,Major,I'm So Tired,57,0.0301,84.167,1990s,Fugazi,F# - Major
0.604,1999,0.114,0.752,4.8311166666666665,0.753,1,0.0,F#,0.317,-7.721,Minor,N 2 Gether Now,62,0.357,102.549,1990s,Limp Bizkit,F# - Minor
0.272,1999,0.282,0.746,4.57045,0.443,1,0.0,C#,0.14,-7.693,Minor,Incomplete,60,0.0771,119.311,1990s,Sisqo,C# - Minor
0.795,1999,0.181,0.745,2.78245,0.619,0,0.0,C,0.4970000000000001,-6.595,Major,Para Qué Quieres Volver,57,0.0259,99.273,1990s,Los Caminantes,C - Major
0.623,1999,0.0626,0.568,4.278883333333333,0.748,0,2.18e-06,G#,0.0947,-6.54,Major,You'll Be In My Heart,67,0.0299,96.59,1990s,Phil Collins,G# - Major
0.835,1999,0.177,0.682,4.957116666666667,0.92,1,0.00158,A#,0.0443,-1.544,Major,Dead Wrong (feat. Eminem) - 2005 Remaster,57,0.278,82.228,1990s,The Notorious B.I.G.,A# - Major
0.7959999999999999,1999,0.148,0.775,4.108216666666666,0.795,1,0.00119,F,0.0411,-4.171,Major,Let's Ride,58,0.206,95.212,1990s,Q-Tip,F - Major
0.591,1999,0.0528,0.627,3.5677833333333333,0.888,0,0.00237,A,0.136,-4.523,Minor,Bailamos,53,0.0388,99.905,1990s,Enrique Iglesias,A - Minor
0.643,1999,0.000507,0.8370000000000001,2.79,0.8190000000000001,1,0.0,D,0.3229999999999999,-5.245,Major,Nann Nigga,52,0.211,149.918,1990s,Trick Daddy,D - Major
0.383,1999,0.82,0.615,4.316,0.177,0,0.000186,F,0.135,-16.925,Minor,Let's Fall In Love,63,0.0465,124.558,1990s,Diana Krall,F - Minor
0.966,1999,0.0464,0.674,4.25845,0.7709999999999999,0,3.12e-05,C,0.0362,-5.943,Minor,La Dosis Perfecta,71,0.0317,155.30100000000004,1990s,Panteon Rococo,C - Minor
0.285,2000,0.00239,0.429,4.4462166666666665,0.6609999999999999,0,0.000121,B,0.234,-7.227,Major,Yellow,84,0.0281,173.372,1990s,Coldplay,B - Major
0.613,2000,0.143,0.843,4.50845,0.8059999999999999,1,0.0,E,0.0771,-5.9460000000000015,Minor,Ms. Jackson,80,0.269,94.948,1990s,OutKast,E - Minor
0.4,2000,0.00958,0.556,3.6146666666666665,0.8640000000000001,0,0.0,D#,0.209,-5.87,Minor,In the End,84,0.0584,105.143,1990s,Linkin Park,D# - Minor
0.5429999999999999,2000,0.00664,0.545,3.8988833333333335,0.865,0,1.1e-05,B,0.168,-5.7079999999999975,Minor,Kryptonite,78,0.0286,99.009,1990s,3 Doors Down,B - Minor
0.76,2000,0.0302,0.949,4.736666666666666,0.6609999999999999,1,0.0,F,0.0454,-4.244,Minor,The Real Slim Shady,80,0.0572,104.504,1990s,Eminem,F - Minor
0.941,2000,0.000996,0.695,4.65355,0.8759999999999999,1,6.89e-06,D#,0.106,-4.262,Minor,Down with the Sickness,76,0.0553,89.954,1990s,Disturbed,D# - Minor
0.722,2000,0.0616,0.85,4.863033333333333,0.7,1,1.8e-06,G,0.244,-6.49,Major,Ride Wit Me,74,0.0478,101.875,1990s,Nelly,G - Major
0.861,2000,0.031,0.61,3.34,0.926,0,0.0012,G#,0.0821,-4.843,Minor,Bye Bye Bye,71,0.0479,172.638,1990s,*NSYNC,G# - Minor
0.542,2000,0.246,0.595,4.02555,0.653,0,0.0,G,0.264,-4.935,Major,It's A Great Day To Be Alive,70,0.0265,128.93,1990s,Travis Tritt,G - Major
0.894,2000,0.3,0.7509999999999999,3.5193333333333334,0.8340000000000001,0,1.77e-05,C#,0.355,-5.444,Minor,Oops!...I Did It Again,78,0.0437,95.053,1990s,Britney Spears,C# - Minor
0.165,2000,0.748,0.371,3.784883333333333,0.268,0,0.0517,C#,0.104,-10.505999999999998,Major,Sparks,73,0.0281,102.617,1990s,Coldplay,C# - Major
0.5379999999999999,2000,0.0014,0.4920000000000001,2.622216666666666,0.969,0,1.32e-06,A,0.0787,-4.419,Major,One Step Closer,76,0.0491,95.136,1990s,Linkin Park,A - Major
0.654,2000,0.0561,0.853,3.7933333333333334,0.606,0,0.0,C,0.313,-4.596,Major,It Wasn't Me,76,0.0713,94.759,1990s,Shaggy,C - Major
0.565,2000,0.00689,0.865,4.783333333333333,0.664,1,0.0,D,0.142,-6.822,Major,Country Grammar (Hot Shit),70,0.108,162.83100000000005,1990s,Nelly,D - Major
0.474,2000,0.747,0.547,2.578883333333333,0.335,0,0.0,E,0.101,-9.2,Minor,Put Your Head On My Shoulder,74,0.0307,115.838,1990s,Paul Anka,E - Minor
0.916,2000,0.439,0.8170000000000001,3.6406666666666663,0.585,1,0.0,F,0.147,-4.688,Major,Follow Me,72,0.0301,105.014,1990s,Uncle Kracker,F - Major
0.866,2000,0.386,0.49,2.429116666666667,0.715,0,0.0,G,0.311,-5.549,Major,I Want To Hold Your Hand - Remastered 2015,73,0.0476,130.726,1990s,The Beatles,G - Major
0.435,2000,0.00118,0.541,3.6011166666666665,0.8640000000000001,0,0.0,C#,0.0896,-4.915,Major,Hanging By A Moment,65,0.0357,124.557,1990s,Lifehouse,C# - Major
0.299,2000,0.0466,0.58,3.482666666666667,0.7020000000000001,0,3.2e-06,E,0.536,-5.565,Major,Crawling,73,0.0337,105.076,1990s,Linkin Park,E - Major
0.915,2000,0.0281,0.725,4.00045,0.64,1,0.0,F,0.099,-7.905,Minor,"So Fresh, So Clean",68,0.332,166.028,1990s,OutKast,F - Minor
0.544,2000,0.0263,0.551,3.74155,0.913,0,1.35e-05,C,0.347,-4.063,Minor,It's My Life,79,0.0466,119.992,1990s,Bon Jovi,C - Minor
0.7090000000000001,2000,0.00591,0.603,3.562666666666667,0.933,1,0.0,C#,0.206,-3.358,Major,Rollin' (Air Raid Vehicle),74,0.171,96.306,1990s,Limp Bizkit,C# - Major
0.275,2000,0.0632,0.385,4.908883333333334,0.443,0,0.0,G,0.0898,-9.627,Minor,I Hope You Dance,66,0.0295,151.278,1990s,Lee Ann Womack,G - Minor
0.66,2000,0.000891,0.481,3.15555,0.94,0,0.0,G,0.0939,-5.204,Major,Absolutely (Story of a Girl) - Radio Mix,67,0.066,96.493,1990s,Nine Days,G - Major
0.807,2000,0.116,0.74,3.9188833333333335,0.7659999999999999,0,0.0,F#,0.0406,-2.939,Major,Angel,72,0.178,170.53099999999995,1990s,Shaggy,F# - Major
0.529,2000,0.0131,0.777,3.3011,0.725,0,0.00805,C,0.246,-8.681000000000001,Major,I Will Survive - Single Version,71,0.05,116.669,1990s,Gloria Gaynor,C - Major
0.315,2000,0.144,0.785,4.84045,0.871,1,0.0,E,0.309,-2.692,Minor,The Way I Am,71,0.265,87.24799999999998,1990s,Eminem,E - Minor
0.179,2000,0.000249,0.269,4.992216666666667,0.853,0,0.000246,G,0.118,-4.647,Minor,Change (In the House of Flies),68,0.0854,141.58100000000005,1990s,Deftones,G - Minor
0.6609999999999999,2000,0.00022,0.524,3.0811166666666665,0.939,0,0.0,A,0.623,-3.994,Major,Papercut,72,0.113,150.184,1990s,Linkin Park,A - Major
0.908,2000,0.0407,0.636,3.207116666666667,0.873,0,1.27e-06,C,0.0372,-4.672,Minor,It's Gonna Be Me,66,0.071,165.071,1990s,*NSYNC,C - Minor
0.7020000000000001,2000,0.1689999999999999,0.669,4.256666666666667,0.843,0,0.0,C,0.195,-3.766,Major,My Only Wish (This Year),72,0.0268,147.08,1990s,Britney Spears,C - Major
0.454,2000,0.014,0.539,4.1066666666666665,0.926,0,0.00136,D,0.36,-6.495,Major,Beautiful Day,64,0.0499,136.279,1990s,U2,D - Major
0.872,2000,0.0624,0.632,3.878216666666667,0.858,0,0.0,A#,0.347,-3.463,Major,Dancing in the Moonlight,76,0.035,119.397,1990s,Toploader,A# - Major
0.675,2000,0.778,0.523,2.7088833333333335,0.402,0,0.0,C,0.4320000000000001,-8.232999999999999,Major,Bring It On Home to Me,68,0.0305,70.863,1990s,Sam Cooke,C - Major
0.7859999999999999,2000,0.176,0.64,4.13155,0.505,0,0.0,A#,0.0769,-5.766,Major,Todo Me Gusta De Ti,68,0.0362,180.625,1990s,Aaron Y Su Grupo Ilusion,A# - Major
0.967,2000,0.16,0.915,4.59845,0.79,1,0.0,F#,0.112,-3.1860000000000004,Minor,What's Your Fantasy (Featuring Shawna),64,0.207,140.095,1990s,Ludacris,F# - Minor
0.475,2000,1.74e-05,0.395,5.072883333333333,0.7559999999999999,1,0.00665,G,0.319,-4.12,Major,Awake,66,0.0544,112.092,1990s,Godsmack,G - Major
0.3720000000000001,2000,0.000144,0.301,3.947783333333333,0.823,0,0.000309,C#,0.0833,-4.072,Major,Hemorrhage (In My Hands),63,0.0433,152.017,1990s,Fuel,C# - Major
0.125,2000,0.0733,0.382,3.6948833333333337,0.416,0,0.0,C,0.0719,-9.303,Major,Superman (It's Not Easy),70,0.0302,102.089,1990s,Five For Fighting,C - Major
0.701,2000,0.0687,0.575,4.0251166666666665,0.7440000000000001,0,0.0,C#,0.0723,-5.466,Major,This Christmas,67,0.0603,183.79,1990s,Christina Aguilera,C# - Major
0.304,2000,3.45e-05,0.366,4.1211166666666665,0.894,1,0.17,B,0.267,-4.682,Minor,Judith,66,0.0568,82.305,1990s,A Perfect Circle,B - Minor
0.677,2000,0.155,0.897,4.406666666666666,0.5589999999999999,1,0.000127,B,0.296,-8.267999999999999,Major,Kill You,69,0.379,106.991,1990s,Eminem,B - Major
0.599,2000,0.26,0.725,4.944883333333333,0.487,0,1.09e-05,G#,0.431,-5.959,Minor,I Wanna Know,65,0.0368,136.086,1990s,Joe,G# - Minor
0.609,2000,0.02,0.5760000000000001,4.54955,0.8640000000000001,1,1.68e-06,F#,0.6829999999999999,-3.981,Major,My Way,71,0.0462,97.225,1990s,Limp Bizkit,F# - Major
0.466,2000,0.354,0.55,4.746,0.5870000000000001,0,0.0,D,0.128,-6.279,Major,This I Promise You,70,0.0329,165.975,1990s,*NSYNC,D - Major
0.7909999999999999,2000,0.0024,0.831,4.38045,0.79,1,0.0,C#,0.0515,-4.714,Minor,Put It On Me,64,0.165,93.14,1990s,Ja Rule,C# - Minor
0.1639999999999999,2000,0.871,0.244,4.052216666666666,0.274,0,1.18e-05,G#,0.0897,-10.433,Major,Have Yourself a Merry Little Christmas,66,0.04,68.53399999999999,1990s,Christina Aguilera,G# - Major
0.0796,2000,0.59,0.266,4.117333333333334,0.333,0,0.0,A#,0.121,-9.876,Major,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",62,0.031,109.479,1990s,Faith Hill,A# - Major
0.769,2000,0.00184,0.6509999999999999,4.569333333333334,0.908,0,0.000579,D,0.384,-4.019,Major,Renegades Of Funk,66,0.0577,123.851,1990s,Rage Against The Machine,D - Major
0.653,2000,0.0555,0.746,5.07045,0.978,1,4.11e-05,A,0.026,-5.324,Major,B.O.B. - Bombs Over Baghdad,64,0.0978,153.809,1990s,OutKast,A - Major
0.361,2000,0.4270000000000001,0.544,4.582216666666667,0.659,0,1.33e-06,A,0.126,-7.191,Major,If You're Gone,66,0.0298,109.933,1990s,Matchbo,A - Major
0.816,2000,0.48,0.753,3.9788833333333335,0.472,0,0.0133,D#,0.284,-9.761,Minor,Didn't Cha Know,64,0.121,135.27700000000002,1990s,Erykah Badu,D# - Minor
0.213,2000,0.841,0.418,3.64245,0.249,0,0.6609999999999999,D#,0.112,-13.744000000000002,Major,Only Time,71,0.0301,82.803,1990s,Enya,D# - Major
0.561,2000,0.000916,0.63,2.72845,0.76,1,0.000856,C#,0.0766,-10.347,Major,Faggot,65,0.115,152.042,1990s,Mindless Self Indulgence,C# - Major
0.779,2000,0.0783,0.918,4.803333333333334,0.586,1,0.0,C#,0.145,-2.89,Major,Bitch Please II,69,0.133,95.517,1990s,Eminem,C# - Major
0.271,2000,9.62e-05,0.623,2.7048833333333335,0.983,0,0.0617,B,0.261,-3.548,Minor,Dig,63,0.151,134.975,1990s,Mudvayne,B - Minor
0.7040000000000001,2000,0.351,0.596,3.898,0.706,0,0.0,D,0.36,-5.562,Major,Just Another Day In Paradise,61,0.0262,146.088,1990s,Phil Vassar,D - Major
0.8009999999999999,2000,0.00411,0.919,3.87,0.785,1,0.0,C#,0.112,-4.141,Major,My Axe,60,0.0806,109.045,1990s,Insane Clown Posse,C# - Major
0.518,2000,0.252,0.575,3.8348833333333334,0.7859999999999999,0,0.0,A,0.159,-4.353,Major,Shape of My Heart,73,0.0296,96.102,1990s,Backstreet Boys,A - Major
0.763,2000,0.00947,0.7390000000000001,4.36555,0.947,0,2.99e-05,B,0.326,-1.915,Minor,He Wasn't Man Enough,68,0.0412,88.009,1990s,Toni Bra,B - Minor
0.504,2000,0.5539999999999999,0.5720000000000001,3.459766666666667,0.433,0,7.37e-05,F,0.108,-8.086,Major,Me Gustas,71,0.0294,145.375,1990s,Joan Sebastian,F - Major
0.918,2000,0.101,0.647,4.7362166666666665,0.8740000000000001,0,1.7899999999999998e-05,A,0.277,-5.075,Minor,Modern Day Bonnie and Clyde,60,0.0337,89.727,1990s,Travis Tritt,A - Minor
0.0635,2000,0.8270000000000001,0.157,3.71,0.145,0,0.8859999999999999,F#,0.109,-21.359,Major,Treefingers,63,0.0354,138.305,1990s,Radiohead,F# - Major
0.968,2000,0.523,0.92,2.714,0.629,0,0.0,A#,0.116,-4.717,Major,Mis Tres Viejas,64,0.0343,98.865,1990s,Los Tucanes De Tijuana,A# - Major
0.627,2000,0.0849,0.653,4.582216666666667,0.429,0,0.00371,B,0.0693,-10.473,Major,By Your Side,68,0.0297,146.07299999999995,1990s,Sade,B - Major
0.607,2000,0.138,0.622,4.052666666666667,0.608,0,5.38e-06,A#,0.273,-5.085,Major,I'm Like A Bird,61,0.036,89.661,1990s,Nelly Furtado,A# - Major
0.195,2000,0.189,0.565,4.5571166666666665,0.546,0,0.0015,B,0.17,-7.496,Minor,Trouble,72,0.0314,139.757,1990s,Coldplay,B - Minor
0.282,2000,0.00103,0.285,3.81955,0.843,0,0.00037,E,0.327,-7.318,Major,99 Red Balloons,64,0.129,97.051,1990s,Goldfinger,E - Major
0.5539999999999999,2000,0.404,0.754,4.19045,0.376,0,0.0,C,0.358,-7.561,Major,Just Friends (Sunny),59,0.204,95.018,1990s,Musiq Soulchild,C - Major
0.512,2000,0.0175,0.425,5.350666666666666,0.852,0,0.306,B,0.0935,-5.607,Major,Take A Look Around,72,0.046,101.968,1990s,Limp Bizkit,B - Major
0.378,2000,0.00109,0.451,3.3293333333333335,0.929,0,0.00785,F,0.442,-5.021,Major,Hate To Say I Told You So,59,0.0549,135.767,1990s,The Hives,F - Major
0.725,2000,0.6659999999999999,0.564,3.1666666666666665,0.328,0,0.0,F,0.0915,-13.095999999999998,Major,I Am A Man Of Constant Sorrow - Radio Edit,62,0.0292,85.881,1990s,The Soggy Bottom Boys,F - Major
0.117,2000,0.94,0.561,2.32445,0.0859,0,0.0,F#,0.16,-11.478,Minor,Sea of Love,64,0.0511,78.372,1990s,Cat Power,F# - Minor
0.457,2000,0.0144,0.603,3.0773333333333333,0.908,0,0.0,B,0.6709999999999999,-5.254,Major,A Place for My Head,66,0.184,133.063,1990s,Linkin Park,B - Major
0.892,2000,0.00919,0.944,4.366216666666666,0.8390000000000001,1,0.0,B,0.0921,-4.141,Major,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),58,0.108,136.019,1990s,Three 6 Mafia,B - Major
0.8420000000000001,2000,0.128,0.7070000000000001,3.3833333333333333,0.923,0,0.000437,B,0.273,-3.957,Major,Stronger,66,0.0521,108.049,1990s,Britney Spears,B - Major
0.78,2000,0.638,0.687,2.28445,0.242,0,9.16e-05,C,0.0686,-9.016,Major,We Are The Dinosaurs,60,0.0577,119.232,1990s,The Laurie Berkner Band,C - Major
0.624,2000,0.76,0.569,4.55015,0.483,0,4.75e-05,D,0.106,-7.1110000000000015,Major,Secreto De Amor,67,0.0421,96.502,1990s,Joan Sebastian,D - Major
0.836,2000,0.0492,0.755,4.443333333333333,0.5529999999999999,0,0.00607,F#,0.0646,-9.449,Minor,If I Ever Feel Better,66,0.107,119.7,1990s,Phoeni,F# - Minor
0.542,2000,0.0263,0.696,2.76155,0.72,1,0.0647,A,0.192,-6.8039999999999985,Major,Bitches,61,0.0976,95.897,1990s,Mindless Self Indulgence,A - Major
0.4270000000000001,2000,0.03,0.512,3.3373333333333335,0.97,0,0.0,G#,0.0994,-3.886,Minor,Points of Authority,66,0.212,94.952,1990s,Linkin Park,G# - Minor
0.966,2000,0.262,0.765,3.437116666666667,0.7909999999999999,0,0.000154,G#,0.0669,-5.7070000000000025,Major,Lucky,65,0.0317,95.026,1990s,Britney Spears,G# - Major
0.912,2000,0.26,0.377,2.3486666666666665,0.916,0,0.0,E,0.074,-3.199,Minor,She Loves You - Mono / Remastered,67,0.0481,75.533,1990s,The Beatles,E - Minor
0.629,2000,0.222,0.665,2.741116666666666,0.599,0,0.0,G,0.123,-5.082,Major,El Amor Soñado,63,0.0264,142.975,1990s,Los Tucanes De Tijuana,G - Major
0.186,2000,0.992,0.225,4.324883333333333,0.0047,0,0.8809999999999999,C#,0.0722,-30.928,Minor,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",66,0.0509,163.665,1990s,Frédéric Chopin,C# - Minor
0.794,2000,0.0151,0.68,4.752666666666666,0.857,0,2.88e-05,G,0.056,-4.132,Major,Pinch Me,59,0.0373,95.349,1990s,Barenaked Ladies,G - Major
0.406,2000,0.0732,0.8340000000000001,4.765116666666667,0.481,1,0.0,D,0.0934,-7.824,Minor,E.I.,59,0.188,89.84899999999998,1990s,Nelly,D - Minor
0.727,2000,0.182,0.752,3.927783333333333,0.5660000000000001,1,0.0,C#,0.6659999999999999,-6.6770000000000005,Minor,Sittin' At a Bar - The Original,56,0.162,74.869,1990s,Rehab,C# - Minor
0.784,2000,0.0605,0.8690000000000001,3.306666666666666,0.887,0,0.0,C,0.148,-4.505,Major,Who Let The Dogs Out,65,0.0993,129.221,1990s,Baha Men,C - Major
0.508,2000,0.112,0.721,4.06755,0.836,0,0.0,G#,0.235,-3.972,Minor,He Can't Love U,59,0.206,126.279,1990s,Jagged Edge,G# - Minor
0.852,2000,0.0101,0.826,4.184,0.6559999999999999,0,0.000113,A,0.0272,-8.529,Major,I Like It,58,0.0617,129.963,1990s,Sammie,A - Major
0.0623,2000,0.6990000000000001,0.293,4.19045,0.462,0,0.0444,F,0.0954,-11.412,Minor,Everything In Its Right Place,65,0.0453,124.004,1990s,Radiohead,F - Minor
0.211,2000,0.00383,0.518,3.6606666666666663,0.7440000000000001,0,0.0069999999999999,A,0.078,-8.248,Major,3 Libras,60,0.0374,144.019,1990s,A Perfect Circle,A - Major
0.8009999999999999,2000,0.301,0.8,3.7977833333333337,0.922,1,9.31e-06,E,0.0352,-5.125,Minor,I Just Wanna Love U (Give It 2 Me),60,0.24,98.631,1990s,JAY-Z,E - Minor
0.453,2000,0.206,0.602,2.2811166666666667,0.612,0,0.00607,C,0.107,-8.408999999999999,Major,Don't Panic,65,0.0335,122.062,1990s,Coldplay,C - Major
0.614,2000,5.59e-05,0.491,3.376216666666666,0.966,0,0.0,E,0.307,-4.28,Major,Want You Bad,67,0.0538,105.544,1990s,The Offspring,E - Major
0.34,2000,0.517,0.594,3.3247166666666668,0.39,0,0.0,A,0.118,-9.174,Major,Un Idiota,66,0.0396,85.366,1990s,Joan Sebastian,A - Major
0.888,2000,0.23,0.659,3.9188833333333335,0.812,0,0.0,E,0.0951,-7.499,Minor,7 Days,71,0.0487,83.01299999999998,1990s,Craig David,E - Minor
0.446,2000,0.0142,0.636,3.0662166666666666,0.884,0,0.0,G,0.253,-4.743,Major,Runaway,64,0.0584,109.16,1990s,Linkin Park,G - Major
0.905,2000,0.0492,0.665,3.655116666666667,0.7659999999999999,0,0.338,A#,0.113,-9.454,Minor,Ghost Town,63,0.0505,73.683,1990s,The Specials,A# - Minor
0.36,2000,0.779,0.723,3.024883333333334,0.0811,0,0.0,C,0.509,-14.113,Major,A Kiss To Build A Dream On - Single Version,62,0.0631,88.044,1990s,Louis Armstrong,C - Major
0.504,2000,0.00122,0.338,4.256216666666667,0.8590000000000001,0,0.211,E,0.0936,-4.938,Minor,Digital Bath,61,0.0824,92.966,1990s,Deftones,E - Minor
0.28,2000,0.0617,0.713,4.682883333333334,0.541,0,0.000137,F#,0.112,-9.295,Minor,A Long Walk,55,0.248,75.714,1990s,Jill Scott,F# - Minor
0.945,2000,0.0217,0.748,3.8928833333333337,0.8420000000000001,0,4.24e-06,A#,0.357,-3.107,Major,Dancing in the Moonlight - 2001 Remix,56,0.0265,119.023,1990s,Toploader,A# - Major
0.943,2000,0.269,0.872,4.799333333333333,0.6409999999999999,0,0.0,F#,0.0694,-7.7360000000000015,Major,Que Vuelva,61,0.0406,134.961,1990s,Ale,F# - Major
0.7340000000000001,2000,0.0118,0.514,4.6802166666666665,0.8170000000000001,0,8.25e-06,G,0.346,-6.489,Major,Wonderful,58,0.05,186.765,1990s,Everclear,G - Major
0.259,2000,0.00573,0.426,4.13155,0.8809999999999999,0,0.0693,E,0.389,-4.526,Major,Dare You To Move,59,0.0404,139.986,1990s,Switchfoot,E - Major
0.443,2000,0.984,0.688,3.96445,0.26,0,0.0247,D,0.112,-13.686,Major,I'll Fly Away,57,0.0349,102.935,1990s,Gillian Welch,D - Major
0.352,2000,0.0405,0.583,4.164,0.652,0,0.000378,G,0.0781,-6.255,Major,Here's to the Night,57,0.0244,97.469,1990s,Eve 6,G - Major
0.389,2000,0.0108,0.493,4.413333333333333,0.88,0,2.660000000000001e-05,F#,0.226,-6.424,Minor,Loser,58,0.0693,147.91299999999995,1990s,3 Doors Down,F# - Minor
0.665,2000,0.23,0.738,4.258883333333333,0.927,0,0.00515,A,0.684,-5.439,Major,La Vaca,59,0.101,170.011,1990s,Mala Fe,A - Major
0.5670000000000001,2000,0.209,0.447,4.034,0.743,0,0.0,C,0.0974,-6.574,Major,Farmhouse,55,0.0282,143.993,1990s,Phish,C - Major
0.8909999999999999,2000,0.175,0.7609999999999999,4.3871166666666666,0.627,0,0.0,C#,0.128,-5.5539999999999985,Major,Let's Get Married,58,0.0538,109.821,1990s,Jagged Edge,C# - Major
0.339,2000,0.342,0.569,5.0777833333333335,0.385,0,0.0,C#,0.0876,-9.919,Minor,Love,55,0.0499,99.738,1990s,Musiq Soulchild,C# - Minor
0.448,2000,0.0987,0.677,4.337783333333333,0.648,0,0.0,C,0.5539999999999999,-4.4,Major,Crazy,55,0.0259,116.128,1990s,K-Ci & JoJo,C - Major
0.039,2000,0.907,0.23,2.6146666666666665,0.159,0,0.924,F,0.102,-16.315,Major,A Day Without Rain,63,0.0323,70.61399999999998,1990s,Enya,F - Major
0.286,2000,0.0334,0.396,5.07,0.8029999999999999,0,0.0,E,0.0688,-6.186,Major,Shiver,66,0.0487,116.705,1990s,Coldplay,E - Major
0.7140000000000001,2000,0.431,0.395,4.330666666666667,0.443,0,0.0352,E,0.504,-7.972,Major,Gravity Rides Everything,56,0.0396,103.262,1990s,Modest Mouse,E - Major
0.921,2000,0.337,0.6679999999999999,4.18755,0.8740000000000001,0,2.13e-06,F,0.0338,-8.751,Minor,Tu Cariñito,68,0.0469,187.435,1990s,Puerto Rican Power,F - Minor
0.622,2000,0.0388,0.637,3.887783333333333,0.95,0,0.000138,A,0.0529,-7.5470000000000015,Major,Lobo-hombre en París,71,0.0736,146.29,1990s,La Unión,A - Major
0.581,2000,0.128,0.84,5.46555,0.591,1,0.0,G#,0.251,-6.4220000000000015,Major,Batter Up,57,0.258,159.711,1990s,Nelly,G# - Major
0.417,2000,4.82e-06,0.55,4.2088833333333335,0.765,0,0.873,G,0.132,-8.684,Major,She Sells Sanctuary,64,0.0287,139.453,1990s,The Cult,G - Major
0.912,2000,0.0904,0.564,2.32245,0.8270000000000001,0,3.73e-06,G,0.127,-7.089,Major,I Feel Fine - Remastered 2015,63,0.0283,89.84700000000002,1990s,The Beatles,G - Major
0.205,2000,0.315,0.168,5.938883333333333,0.302,0,0.79,F#,0.11,-11.645,Minor,How To Disappear Completely,62,0.0344,102.041,1990s,Radiohead,F# - Minor
0.6459999999999999,2000,0.136,0.7509999999999999,4.112,0.568,0,0.0,F,0.0288,-5.431,Minor,Promise,57,0.0872,128.002,1990s,Jagged Edge,F - Minor
0.306,2000,0.00528,0.487,4.431783333333334,0.7020000000000001,0,4.97e-06,G,0.129,-6.0429999999999975,Major,Be Like That,60,0.0238,95.982,1990s,3 Doors Down,G - Major
0.351,2000,0.895,0.444,2.5182,0.412,0,0.64,C,0.145,-11.569,Major,Sleepwalk,58,0.0465,184.012,1990s,Santo & Johnny,C - Major
0.6659999999999999,2000,0.0626,0.914,4.282883333333333,0.607,1,0.0,G,0.0515,-5.658,Major,Shake Ya Ass,58,0.32,98.054,1990s,Mystikal,G - Major
0.562,2000,0.00718,0.8640000000000001,1.9822166666666667,0.672,1,0.0,C#,0.215,-5.167999999999998,Minor,Slob On My Nob (feat. Project Pat),56,0.261,84.823,1990s,Tear Da Club Up Thugs,C# - Minor
0.731,2000,0.12,0.665,2.816666666666667,0.782,0,4.19e-06,F#,0.125,-8.437999999999999,Minor,Day Tripper - Remastered 2015,62,0.0307,137.453,1990s,The Beatles,F# - Minor
0.359,2000,0.0037,0.421,3.387783333333333,0.978,0,0.0,F#,0.111,-4.004,Minor,With You,63,0.302,196.921,1990s,Linkin Park,F# - Minor
0.731,2000,0.000289,0.524,2.786666666666666,0.967,0,7.41e-06,G#,0.324,-3.322,Major,Right Now,58,0.0392,116.273,1990s,SR-71,G# - Major
0.841,2000,0.147,0.472,2.3033333333333332,0.856,0,2.78e-06,G,0.595,-6.03,Major,Paperback Writer - Remastered 2015,62,0.0562,78.696,1990s,The Beatles,G - Major
0.721,2000,0.375,0.73,4.342666666666666,0.585,0,0.0101,C,0.147,-9.274,Major,My December,63,0.0238,100.021,1990s,Linkin Park,C - Major
0.418,2000,0.161,0.456,4.28045,0.448,0,1.19e-06,G,0.0811,-10.665,Major,When You Say Nothing At All,74,0.0251,173.885,1990s,Ronan Keating,G - Major
0.768,2000,0.0541,0.607,3.45845,0.82,0,6.8e-05,B,0.269,-7.754,Major,Breathless,69,0.0597,126.988,1990s,The Corrs,B - Major
0.722,2000,0.0141,0.797,4.61445,0.762,1,1.05e-05,A#,0.064,-6.972,Major,(Rock) Superstar,62,0.259,94.224,1990s,Cypress Hill,A# - Major
0.773,2000,0.334,0.6829999999999999,3.03955,0.556,0,0.000414,F,0.0702,-12.146,Major,Flor de Capomo,62,0.0706,112.784,1990s,Los Cadetes De Linares,F - Major
0.691,2000,0.0249,0.7879999999999999,3.8151166666666665,0.594,1,1.65e-05,F#,0.0534,-4.864,Minor,Bad Boyz (feat. Barrington Levy),56,0.336,83.84,1990s,Shyne,F# - Minor
